depths	GICC05_kaBP	d18ONGRIP2
NA	46.55	-37.86
NA	46.57	-38.43
NA	46.59	-38.555
NA	46.61	-38.78
NA	46.63	-39.21
NA	46.65	-39.02
NA	46.67	-38.205
NA	46.69	-37.615
NA	46.71	-37.895
NA	46.73	-38.29
NA	46.75	-37.935
NA	46.77	-37.675
NA	46.79	-37.985
NA	46.81	-38.345
NA	46.83	-37.825
NA	46.85	-37.245
NA	46.87	-37.175
NA	46.89	-39.055
NA	46.91	-40.79
NA	46.93	-42.075
NA	46.95	-42.305
NA	46.97	-41.82
NA	46.99	-42.12
NA	47.01	-42.305
NA	47.03	-42.775
NA	47.05	-42.68
NA	47.07	-43.085
NA	47.09	-43.115
NA	47.11	-42.985
NA	47.13	-42.81
NA	47.15	-41.89
NA	47.17	-41.575
NA	47.19	-42.37
NA	47.21	-43.55
NA	47.23	-43.555
NA	47.25	-42.255
NA	47.27	-42.13
NA	47.29	-43.16
NA	47.31	-43.295
NA	47.33	-43.05
NA	47.35	-42.515
NA	47.37	-41.855
NA	47.39	-41.82
NA	47.41	-41.995
NA	47.43	-42.4
NA	47.45	-42.8
NA	47.47	-43.865
NA	47.49	-43.405
NA	47.51	-43.375
NA	47.53	-44.25
NA	47.55	-43.78
NA	47.57	-43.7
NA	47.59	-42.445
NA	47.61	-41.985
NA	47.63	-42.09
NA	47.65	-41.895
NA	47.67	-41.87
NA	47.69	-41.71
NA	47.71	-42.48
NA	47.73	-43.12
NA	47.75	-42.915
NA	47.77	-42.965
NA	47.79	-44.04
NA	47.81	-44.285
NA	47.83	-43.475
NA	47.85	-43.38
NA	47.87	-43.425
NA	47.89	-41.79
NA	47.91	-41.35
NA	47.93	-42.415
NA	47.95	-43.025
NA	47.97	-43.675
NA	47.99	-42.895
NA	48.01	-42.745
NA	48.03	-42.97
NA	48.05	-43.195
NA	48.07	-42.945
NA	48.09	-42.155
NA	48.11	-43.09
NA	48.13	-43.53
NA	48.15	-43.33
NA	48.17	-43.895
NA	48.19	-44.8
NA	48.21	-44.43
NA	48.23	-43.76
NA	48.25	-43.34
NA	48.27	-42.905
NA	48.29	-43.6
NA	48.31	-43.965
NA	48.33	-43.195
NA	48.35	-43.065
NA	48.37	-43.1
NA	48.39	-42.165
NA	48.41	-41.91
NA	48.43	-42.445
NA	48.45	-42.76
NA	48.47	-42.19
NA	48.49	-42.2
NA	48.51	-42.16
NA	48.53	-41.495
NA	48.55	-41.42
NA	48.57	-40.835
NA	48.59	-40.525
NA	48.61	-40.73
NA	48.63	-41.295
NA	48.65	-41.605
NA	48.67	-41.48
NA	48.69	-41.27
NA	48.71	-40.765
NA	48.73	-41.22
NA	48.75	-41.62
NA	48.77	-40.81
NA	48.79	-40.485
NA	48.81	-41.095
NA	48.83	-41.15
NA	48.85	-41.06
NA	48.87	-41.215
NA	48.89	-40.265
NA	48.91	-39.73
NA	48.93	-39.985
NA	48.95	-39.985
NA	48.97	-39.76
NA	48.99	-39.33
NA	49.01	-39.4
NA	49.03	-39.7
NA	49.05	-39.425
NA	49.07	-39.72
NA	49.09	-40.28
NA	49.11	-41.11
NA	49.13	-41.94
NA	49.15	-42.09
NA	49.17	-41.43
NA	49.19	-40.13
NA	49.21	-39.775
NA	49.23	-39.56
NA	49.25	-39.095
NA	49.27	-39.195
NA	49.29	-38.895
NA	49.31	-39.42
NA	49.33	-40.81
NA	49.35	-41.555
NA	49.37	-41.43
NA	49.39	-41.66
NA	49.41	-42.185
NA	49.43	-42.22
NA	49.45	-42.56
NA	49.47	-42.21
NA	49.49	-41.89
NA	49.51	-41.775
NA	49.53	-41.325
NA	49.55	-41.32
NA	49.57	-41.375
NA	49.59	-40.97
NA	49.61	-41.24
NA	49.63	-41.44
NA	49.65	-41.02
NA	49.67	-40.435
NA	49.69	-40.315
NA	49.71	-40.32
NA	49.73	-40.37
NA	49.75	-40.55
NA	49.77	-40.185
NA	49.79	-40.335
NA	49.81	-40.75
NA	49.83	-40.47
NA	49.85	-40.44
NA	49.87	-40.685
NA	49.89	-40.425
NA	49.91	-40.295
NA	49.93	-40.79
NA	49.95	-41.115
NA	49.97	-41.03
NA	49.99	-40.775
NA	50.01	-40.77
NA	50.03	-40.985
NA	50.05	-40.325
NA	50.07	-39.435
NA	50.09	-40.115
NA	50.11	-40.38
NA	50.13	-40.135
NA	50.15	-40.885
NA	50.17	-41.28
NA	50.19	-40.715
NA	50.21	-40.275
NA	50.23	-40.68
NA	50.25	-40.55
NA	50.27	-40.29
NA	50.29	-40.21
NA	50.31	-40.685
NA	50.33	-41.315
NA	50.35	-40.705
NA	50.37	-40.685
NA	50.39	-41.17
NA	50.41	-40.57
NA	50.43	-40.205
NA	50.45	-40.31
NA	50.47	-40.525
NA	50.49	-40.445
NA	50.51	-40.81
NA	50.53	-40.625
NA	50.55	-39.34
NA	50.57	-39.755
NA	50.59	-40.535
NA	50.61	-40.525
NA	50.63	-40.885
NA	50.65	-40.72
NA	50.67	-40.425
NA	50.69	-40.21
NA	50.71	-39.57
NA	50.73	-40.04
NA	50.75	-40.53
NA	50.77	-40.215
NA	50.79	-40.48
NA	50.81	-40.36
NA	50.83	-40.335
NA	50.85	-40.445
NA	50.87	-40.665
NA	50.89	-40.88
NA	50.91	-40.255
NA	50.93	-40.105
NA	50.95	-40.02
NA	50.97	-40.045
NA	50.99	-41.13
NA	51.01	-41.245
NA	51.03	-40.135
NA	51.05	-40.33
NA	51.07	-40.485
NA	51.09	-39.915
NA	51.11	-40.055
NA	51.13	-40.135
NA	51.15	-40.66
NA	51.17	-41.085
NA	51.19	-40.535
NA	51.21	-40.745
NA	51.23	-40.66
NA	51.25	-39.92
NA	51.27	-40.47
NA	51.29	-40.72
NA	51.31	-40.695
NA	51.33	-41.175
NA	51.35	-40.92
NA	51.37	-40.195
NA	51.39	-39.62
NA	51.41	-40.09
NA	51.43	-40.24
NA	51.45	-39.975
NA	51.47	-40.01
NA	51.49	-39.845
NA	51.51	-40.08
NA	51.53	-40.56
NA	51.55	-41.37
NA	51.57	-41.19
NA	51.59	-40.565
NA	51.61	-41.02
NA	51.63	-41.58
NA	51.65	-41.02
NA	51.67	-41.05
NA	51.69	-40.985
NA	51.71	-39.815
NA	51.73	-39.185
NA	51.75	-38.965
NA	51.77	-39
NA	51.79	-39.195
NA	51.81	-39.385
NA	51.83	-39.425
NA	51.85	-39.84
NA	51.87	-40.29
NA	51.89	-39.92
NA	51.91	-39.615
NA	51.93	-39.74
NA	51.95	-39.83
NA	51.97	-39.265
NA	51.99	-39.01
NA	52.01	-39.375
NA	52.03	-39.195
NA	52.05	-39.25
NA	52.07	-39.495
NA	52.09	-39.695
NA	52.11	-39.85
NA	52.13	-39.675
NA	52.15	-39.25
NA	52.17	-38.925
NA	52.19	-39.115
NA	52.21	-39.355
NA	52.23	-39.095
NA	52.25	-38.6
NA	52.27	-38.65
NA	52.29	-38.825
NA	52.31	-39.2
NA	52.33	-39.385
NA	52.35	-39.49
NA	52.37	-39.505
NA	52.39	-39.275
NA	52.41	-39.71
NA	52.43	-39.995
NA	52.45	-39.485
NA	52.47	-39.295
NA	52.49	-39.435
NA	52.51	-38.985
NA	52.53	-38.49
NA	52.55	-38.82
NA	52.57	-39.67
NA	52.59	-39.675
NA	52.61	-39.07
NA	52.63	-38.755
NA	52.65	-39.355
NA	52.67	-39.985
NA	52.69	-39.82
NA	52.71	-39.5
NA	52.73	-39.425
NA	52.75	-39.565
NA	52.77	-39.54
NA	52.79	-39.61
NA	52.81	-39.65
NA	52.83	-38.93
NA	52.85	-39.015
NA	52.87	-39.345
NA	52.89	-39.2
NA	52.91	-39.135
NA	52.93	-39.33
NA	52.95	-39.515
NA	52.97	-39.375
NA	52.99	-39.38
NA	53.01	-39.22
NA	53.03	-39.255
NA	53.05	-38.81
NA	53.07	-38.665
NA	53.09	-38.975
NA	53.11	-39.215
NA	53.13	-39.595
NA	53.15	-39.44
NA	53.17	-39.36
NA	53.19	-38.985
NA	53.21	-39.545
NA	53.23	-39.805
NA	53.25	-38.775
NA	53.27	-38.385
NA	53.29	-38.435
NA	53.31	-38.655
NA	53.33	-38.77
NA	53.35	-39.235
NA	53.37	-39.705
NA	53.39	-38.825
NA	53.41	-38.05
NA	53.43	-38.9
NA	53.45	-39.48
NA	53.47	-39.025
NA	53.49	-38.765
NA	53.51	-39.05
NA	53.53	-38.7
NA	53.55	-38.695
NA	53.57	-38.98
NA	53.59	-38.93
NA	53.61	-38.735
NA	53.63	-38.605
NA	53.65	-38.47
NA	53.67	-38.02
NA	53.69	-38.81
NA	53.71	-39.205
NA	53.73	-39.275
NA	53.75	-39.45
NA	53.77	-39.065
NA	53.79	-39.37
NA	53.81	-39.055
NA	53.83	-38.335
NA	53.85	-38.58
NA	53.87	-38.565
NA	53.89	-38.285
NA	53.91	-38.005
NA	53.93	-37.605
NA	53.95	-37.86
NA	53.97	-38.5
NA	53.99	-38.82
NA	54.01	-40.02
